;title;author;published_date;published_date_precision;link;clean_url;excerpt;summary;rights;rank;topic;country;language;authors;media;is_opinion;twitter_account;_score;_id;used_params
45;Bitcoin's price continues to fall but industry's ‘fundamentals remain strong';;2021-08-19 08:23:15;full;https://uk.finance.yahoo.com/news/bitcoins-price-continues-to-fall-but-industrys-fundamentals-remain-strong-crypto-ethereum-dogecoin-082315891.html;yahoo.com;Bitcoin's price was down roughly 2% on Thursday morning.;"The crypto industry's fundamentals remain quite strong, said one analyst. Photo: Daniel Harvey Gonzalez/In Pictures via Getty Images

Major cryptocurrencies were broadly lower on Thursday morning as a sell-off that started earlier this week after the industry failed to win a change to tax reporting rules in the US continued. But Dogecoin got a boost as trading app Robinhood said a large chunk of its revenue was due to the joke token.

Bitcoin (BTC-USD) was 1.9% lower to trade at $44,441 (£3,2462";yahoo.com;30;business;US;en;[];https://s.yimg.com/ny/api/res/1.2/jptStUGlDtSO9TaDVu9Vbw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTIwMDA7aD0xMzI1/https://s.yimg.com/os/creatr-uploaded-images/2021-08/11240330-fc53-11eb-8fa5-b9f7bd4ec1a3;False;@Yahoo;23.469112;34c8893c1af1e8cdfd9f652389137a79;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
46;Buy Rugs, Pay Restaurant Bills: Cryptocurrency Gaining Acceptance For Payments;;2021-08-20 03:35:48;full;https://www.ndtv.com/business/cryptocurrency-is-turning-into-something-more-than-just-a-store-of-value-2512626;ndtv.com;"Billionaire entrepreneur Elon Musk who said in July that his electric vehicle-making company Tesla will ""most likely"" start accepting payments in Bitcoin again";Suryawanshi Restaurants in Bengaluru's Indiranagar and Whitefield accept payment in BitcoinsMost investors see cryptocurrency as a store of value and a means to make quick profits. But some of these virtual coins are gaining wider acceptance – as a payment option like the traditional rupee or dollar. The biggest endorsement for Bitcoin, the oldest and most popular of all these virtual currencies, came from billionaire entrepreneur Elon Musk who said in July that his electric vehicle-making compa;google.com;895;news;IN;en;[];https://i.ndtvimg.com/i/2018-01/cryptocurrency_650x400_61516192274.jpg;False;@ndtv;23.425343;7ddbfeaf63ffcc7c509e12eaba447f63;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
47;Why Bitcoin, Ethereum, and XRP Investors Are Cheering Today;Rich Smith (TMFDitty);2021-08-23 15:18:49;full;https://www.fool.com/investing/2021/08/23/why-bitcoin-crypto-investors-are-cheering-today/;fool.com;Bitcoin surges, and pulls the rest of the crypto market higher along with it.;"Bitcoin (CRYPTO:BTC) is back (baby). After months languishing in a $30,000 to $40,000 price channel, the granddaddy of cryptocurrencies surged past $50,000 per coin on Monday. What may surprise you, though, is that other cryptocurrencies are doing even better.
Here's how prices have changed over the past 24 hours (as of 10 a.m. EDT) for several of the biggest names in cryptocurrency, according to the price trackers at Coindesk:  

Bitcoin (CRYPTO:BTC) is up a solid 2.6%.
Ethereum's (CRYPTO:ETH) ";Copyright 1995-2021 The Motley Fool. All rights reserved.;781;finance;unknown;en;['Rich Smith'];https://g.foolcdn.com/editorial/images/640365/gold-bitcoin-symbol-on-a-stock-chart.jpg;False;@themotleyfool;23.416239;16d9a102c435eb9543b75d70cc5776de;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
48;Bitcoin's price rises above $50,000 for the first time since May;Diksha Madhok;2021-08-23 05:44:13;full;https://www.cnn.com/2021/08/23/investing/bitcoin-price-hnk-intl/index.html;cnn.com;Bitcoin has surged above the $50,000 mark, as the virtual currency continues to climb out of a months-long slump.;It's the first time bitcoin has reached that milestone since May 15. Bitcoin's peers also advanced: Ethereum was up more than 3%, while dogecoin rose nearly 2%.Bitcoin had been inching near that mark all weekend before finally crossing it during Sunday evening hours Eastern Time, according to data from CoinDesk. The cryptocurrency is also getting a lift after PayPal (PYPL) announced that it will allow people to buy, hold and sell four types of cryptocurrencies — bitcoin, ethereum, litecoin and b;2021 Google Inc.;60;news;US;en;['Diksha Madhok', 'Cnn Business'];https://cdn.cnn.com/cnnnext/dam/assets/210823000222-bitcoin-illustration-super-tease.jpg;False;;23.415745;e2d46c12ca30662e393d47f82f40652c;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
49;Bitcoin down, other cryptocurrencies mixed early Tuesday morning;Jack Durschlag;2021-08-24 09:24:08;full;https://www.foxbusiness.com/markets/bitcoin-down-other-cryptocurrencies-mixed-early-tuesday-morning;foxbusiness.com;The price of Bitcoin was lower by more than 1% Tuesday morning as other major cryptocurrencies were mixed.;The price of Bitcoin was lower by more than 1% Tuesday morning as other major cryptocurrencies were mixed. The price was around $49,740 per coin, while rivals Ethereum and Dogecoin were trading around $3,338 (+0.07%) and 31.5 cents (-3.23%) per coin, respectively, according to Coindesk.In cryptocurrency news early Tuesday, a high-severity security issue in the code of Ethereum's most popular software client, Geth, was released earlier in the day, Coindesk reported. BITCOIN BILLIONAIRE SPENDS MIL;foxbusiness.com;943;news;US;en;['Jack Durschlag'];https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2021/08/0/0/bitcoin.jpg?ve=1&tl=1;False;@FoxBusiness;23.306969;521a806cb4a1bf4add65c14131d9cc5f;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
50;Bitcoin price jumps to $50K in recovery;Lucas Manfredi;2021-08-23 13:58:12;full;https://www.foxbusiness.com/markets/bitcoin-jumps-to-three-month-high-of-50k;foxbusiness.com;Bitcoin's bounce back comes as companies including PayPal, Coinbase, Wells Fargo, JPMorgan Chase, Amazon, Walmart, and AMC Entertainment have all made announcements in recent weeks encouraging the…;The price of Bitcoin surged to a three-month high of $50,000 per coin on Monday. Bitcoin has surged to a three-month-high of $50,000 per coin on Monday (Photo courtesy of Coindesk)Meanwhile, rivals Ethereum and Dogecoin are trading at around $3,300 per coin and 32 cents per coin, respectively, according to real-time price tracking by Coindesk. BITCOIN BILLIONAIRE SPENDS MILLIONS ON YACHT: ‘YOU NEVER KNOW WHEN YOU ARE GOING TO NEED AN ARK' Bitcoin's move back toward April's all-time high of $64,0;foxbusiness.com;943;news;US;en;['Lucas Manfredi'];https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2021/06/0/0/Bitcoin-prices.jpg?ve=1&tl=1;False;@FoxBusiness;23.240229;6899d9d2c379beaa17eb2fbe64005229;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
51;Bitcoin jumps to $49,206 as crypto market remains bullish;;2021-08-22 04:03:03;full;https://dailytimes.com.pk/806877/bitcoin-jumps-to-49206-as-crypto-market-remains-bullish/;dailytimes.com.pk;The cryptocurrency market remained bullish for the second straight day on Saturday, with the market capitalisation increasing by 3.3 percent to $2.18 trillion as of 1250 hours GMT. The price of…;The cryptocurrency market remained bullish for the second straight day on Saturday, with the market capitalisation increasing by 3.3 percent to $2.18 trillion as of 1250 hours GMT. The price of Bitcoin (BTC), the largest cryptocurrency, reached $49,206 after gaining 3.33 percent. With this increase in price, the market capitalisation of the BTC has reached $924.5 billion. Likewise, ethereum (ETH) price went up by 0.94 percent to reach $3,285. With this increase in price, the market capitalisatio;dailytimes.com.pk;7948;news;PK;en;[];https://dailytimes.com.pk/assets/uploads/2021/03/27/Bitcoin.jpg;False;@dailytimespak;23.222483;16e1217aa5a1fa4a0328e0b0f3859cd1;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
52;5 Cryptos to Buy Before They Rocket Like MedMen;Luke Lango;2021-08-18 20:53:21;full;https://investorplace.com/2021/08/5-cryptos-to-buy-before-they-rocket-like-medmen/;investorplace.com;It's not unusual to see rapid growth in the crypto space, but just as important is knowing when to get out.;"Well, that was fast…
On Monday, I pointed out that that MedMen (OTCMKTS:MMNFF) was becoming a juicy takeover target for Canadian marijuana firms.
Anyone who bought in would have woken up this morning to 50% gains.
It turns out that Tilray (NASDAQ:TLRY) also had its eyes on the U.S. cannabis retailer. Yesterday, the Canada-based marijuana firm announced it had acquired the majority of MedMen's senior secured convertible notes, accounting for around 21% of the company's votes.
It was an easy win f";investorplace.com;8787;news;unknown;en;['Luke Lango', 'The Investorplace Research Staff', 'Louis Navellier', 'Sarah Smith'];https://investorplace.com/wp-content/uploads/2021/07/cryptos-2.jpg;False;@InvestorPlace;23.183088;5125fc54e79647b6c6abca9b0942e3ae;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
53;Dodge that Dogecoin and 6 other cryptocurrencies before it is too late;Pawan Nahar;2021-08-24 05:06:49;full;https://economictimes.indiatimes.com/markets/cryptocurrency/dodge-that-dogecoin-and-6-other-cryptocurrencies-before-it-is-too-late/unworthy-candidates/slideshow/85584684.cms;indiatimes.com;It might be time to remind the millennials that all that glitters is not gold. At least some cryptocurrencies — the new-age investment asset class — are on the verge of extinction. After all, not all…;24 Aug 2021, 10:36 AM ISTIt might be time to remind the millennials that all that glitters is not gold. At least some cryptocurrencies — the new-age investment asset class — are on the verge of extinction. After all, not all tokens are created equal.Here are some cryptocurrencies that may be unworthy of a slot in your investment portfolio:Holders of the meme tokens are not giggling anymore. Shiba Inu promised to deliver a whole world of DeFi popularity, but its bark has largely remained worse th;Copyright:(C)2021 Bennett Coleman & Co. Ltd, http://info.indiatimes.com/terms/tou.html;325;economics;IN;en;['Pawan Nahar'];https://img.etimg.com/thumb/msid-85584684,width-1070,height-580,overlay-etmarkets/photo.jpg;False;@EconomicTimes;23.158936;30c4012e42c8f6f54bc9eae8c794448a;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
54;Bitcoin, Ethereum Trade Mostly Flat, Dogecoin In The Red But Cardano And Dash Soar;Shivdeep Dhaliwal;2021-08-23 02:08:13;full;https://www.benzinga.com/markets/cryptocurrency/21/08/22609396/bitcoin-ethereum-trade-mostly-flat-dogecoin-in-the-red-but-cardano-and-dash-soar;benzinga.com;Bitcoin (CRYPTO: BTC)...;"Bitcoin (CRYPTO: BTC) and Ethereum (CRYPTO: ETH) saw minor gains as the global cryptocurrency market capitalization rose 0.7% to $2.10 trillion.
What Happened: BTC rose 0.77% to $49,393.81 intraday, hovering just below the psychologically important $50,000 mark. For the week, the apex coin was up 3.82%.
See Also: How To Buy Bitcoin (BTC)
ETH traded mostly unchanged at $3,247.54 over 24 hours but was down 2.02% over a seven-day trailing period.
Dogecoin (CRYPTO: DOGE) fell 1.51% to $0.31 over 24 ";benzinga.com;2282;finance;US;en;['Shivdeep Dhaliwal'];https://cdn2.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/executium-ltazfutkcl8-unsplash_4_0.jpg?width=720;False;@benzinga;23.138275;69ab7e765115ec00f60fb387eade1297;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
55;Tougher Rules Are Coming For Bitcoin And Other Cryptocurrencies. Here's What To Know;Lucas Swisher;2021-08-21 02:20:57;full;https://flipboard.com/article/tougher-rules-are-coming-for-bitcoin-and-other-cryptocurrencies-here-s-what-to-/f-c66182be5e%2Fnpr.org;flipboard.com;"NPR - For many people, cryptocurrencies like Bitcoin are part of an exciting and lucrative new financial frontier. But for the country's top market watchdog, Gary Gensler, they seem ""like the Wild…";Foul Mouthz Media™️ flipped this story into < magazineLink >Bling Luxury & Business News </magazineLink >•23h Fast Company - By Michael Grothaus • 16hAnother week, another hot cryptocurrency. This time it's ADA. If trading over the last 24 hours is anything to go by, the world has a new favorite cryptocurrency. The ADA coin has skyrocketed in value... There's something more satisfying about having a single dollar in your pocket than a dollar's worth of loose change. Experts say the same intuitio;flipboard.com;1282;news;unknown;en;['Lucas Swisher', 'Thomas Gordonzxs', 'John Moses', 'John Santos'];https://ic-cdn.flipboard.com/npr.org/f5a698f8811a3c3da05de9406bf32f7a6255f19f/_medium.jpeg;False;@flipboard;23.117075;73acff6178edf9d59b5a82353c1edcf0;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
56;Cryptocurrency prices today: Bitcoin nears $50,000, ether surges while dogecoin slips;Livemint;2021-08-23 02:27:17;full;https://www.livemint.com/market/cryptocurrency/cryptocurrency-prices-today-bitcoin-nears-50-000-ether-surges-while-dogecoin-slips-latest-crypto-rates-11629683948813.html;livemint.com;Bitcoin prices have recovered after trading in a range of about $30,000 to $40,000 for many weeks, after declining from a record near $65,000 in mid-April;Bitcoin prices are nearing the key $50,000 level as it continues to rise out of a multi-month period of weakness. The largest cryptocurrency by market capitalization, reached as high as $49,925 in the last 24 hours, the highest since May. As per CoinDesk, Bitcoin was up 1.7% to $49,815. Ether, the coin linked to ethereum blockchain and the second largest crypto, surged to $3,261. Dogecoin, on the other hand, was trading marginally lower at $0.31, down 0.8%. Other digital coins like Stellar, Unis;livemint.com;1738;business;IN;en;['Livemint'];https://images.livemint.com/img/2021/08/23/600x338/452OZM6C_1608912510696_1608912518272_1629684475893.jpg;False;@mint;23.066196;7507a56c1dc205522452ec3c579340ab;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
57;"Bitcoin Price Today Around $45,000; Ether, Binance Slip. Top Cryptocurrency Prices";;2021-08-18 05:03:58;full;https://www.news18.com/news/business/bitcoin-price-today-drops-below-45000-ether-binance-slip-top-cryptocurrency-rates-4098074.html;news18.com;The price of Bitcoin continued to drop on Wednesday as it was trading below its $46,000 high.;The price of Bitcoin continued to drop on Wednesday as it was trading below its $46,000 high. Over the last 24 hours, it has been trading 3.81 per cent lower. Over the past seven days, the cryptocurrency has been trading 1.75 per cent lower. The price of Bitcoin stood at $44,950.92 at the time of this article. On the other hand, the dominance of Bitcoin in the market was 44.36 per cent, which was an increase of 0.71 per cent over the day. It should be noted that it was not only Bitcoin that was ;news18.com;2883;business;IN;en;[];https://images.news18.com/ibnlive/uploads/2021/08/1628677352_bitcoin-image-5-1600x900.jpg;False;@cnnnews18;22.950754;e47b052bcd5d609949afff2f07b0b5cb;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
58;Ethereum co-founder Vitalik Buterin doesn't think Jack Dorsey or Mark Zuckerberg can pull off their crypto-focused projects;snagarajan@businessinsider.com (Shalini Nagarajan);2021-08-19 14:07:35;timezone unknown;https://markets.businessinsider.com/news/currencies/vitalik-buterin-jack-dorsey-mark-zuckerberg-defi-metaverse-crypto-plans-2021-8;businessinsider.com;Buterin recommended that Facebook and Square use existing blockchain networks instead as 'there are already multiple projects trying to do that.';"Vitalik Buterin.
John Phillips/ Getty images

Ethereum co-creator Vitalik Buterin poked holes on Thursday in Jack Dorsey and Mark Zuckerberg's attempts to break digital-asset ground for their companies Square and Facebook.Square and Twitter CEO Dorsey said in July that the digital payments company will launch a decentralized finance, or DeFi, business focused on bitcoin. The project will enable non-custodial, permissionless, and DeFi services for bitcoin, Dorsey said.But Buterin told Bloomberg t";Insider;110;business;US;en;['Shalini Nagarajan'];https://images2.markets.businessinsider.com/611e2143348087001968098d?format=jpeg;False;;22.87268;788bee7afa8aac538a03424ee0005761;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
59;Crypto Prices Today: Bitcoin Knocks on Door of $50,000;;2021-08-22 09:30:00;full;https://www.albawaba.com/business/crypto-prices-today-bitcoin-knocks-door-50000-1443489;albawaba.com;Although red was the color dominating the cryptocurrencies' chart, bitcoin has been trading above $49,000.;"Published August 22nd, 2021 - 09:30 GMT 
Although red was the color dominating the cryptocurrencies' chart, bitcoin has been trading above $49,000.  Also ReadIntellectual Property and NFTs: A Grey Area The world's biggest and best-known cryptocurrency, was up 77.4% from the year's low of $27,734 on January 4.  Crypto Prices As of Sunday 11:46 am (GMT+3) August 22, here are the prices of the top 10 cryptocurrencies: Bitcoin (BTC) $49,113 Ethereum (ETH) $3,259 Cardano (ADA) $2.63 Binance Coin (BNB";albawaba.com;7659;business;JO;en;[];https://www.albawaba.com/sites/default/files/styles/default/public/im_new/rimshami/bitcoinup-shutterstock-22Aug21.jpg?itok=FkVK96yu;False;;22.863693;e59ab71166c10215ca93933a2dfb2a02;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
60;What Is Cryptocurrency? Generating Perception of Bitcoin, Dogecoin, and the Rest;Technology Trending;2021-08-23 03:19:05;full;https://gadgets.ndtv.com/cryptocurrency/opinion/what-are-cryptocurrencies-bitcoin-dogecoin-ether-2514871#rss-gadgets-all;ndtv.com;To understand cryptocurrency, you need to fully grasp how revenue functions, and what tends to make these new property helpful, and probably also usable as forex in the foreseeable future. Initial,…;"To understand cryptocurrency, you need to fully grasp how revenue functions, and what tends to make these new property helpful, and probably also usable as forex in the foreseeable future. Initial, there was 'bodily' revenue – notes and cash. Then arrived e-Income – the quantities that demonstrate in your e-banking applications. Both these are issued by the Govt.
And then arrived cryptocurrency, a type of electronic funds that is not issued by any Govt. It is also named Math Funds because it is ";breakingtechnews.net;895;news;IN;en;['Technology Trending'];https://breakingtechnews.net/wp-content/uploads/2021/08/lpm28078_crypto-bloomberg_625x300_16_August_21.jpg;False;;22.804453;5ad9c860391be440273ad37c352a5868;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
61;Cryptocurrency prices today: Bitcoin crosses $50,000 for first time in three months;;2021-08-23 00:00:00;date;https://www.businesstoday.in/crypto/story/cryptocurrency-prices-today-bitcoin-tops-50000-stellar-xrp-ethereum-rise-304945-2021-08-23;businesstoday.in;On Coinmarketcap, the price of bitcoin was up 2.46% to $50,043. Market cap of the cryptocurrency rose to $942.638 billion;BusinessToday.In Aug 23, 2021, Updated Aug 23, 2021, 9:20 AM IST World's largest traded cryptocurrency bitcoin rose nearly 2.5% to cross the $50,000 mark today. The cryptocurrency has crossed the key milestone for the first time since May this year. On Coinmarketcap, the price of bitcoin was up 2.46% to $50,043. Market cap of the cryptocurrency rose to $942.638 billion. Bitcoin has risen 71.13% since the beginning of this year. Currently, the global crypto market cap stands at $2.15 trillion, 2.;businesstoday.in;5767;news;IN;en;[];https://akm-img-a-in.tosshub.com/businesstoday/images/story/202108/bitcoin_value_1200_230621090455_5-sixteen_nine.jpg;False;@BusinessToday;22.776798;0ec3bc9ff2e708efa942a82e9a0651ae;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
62;Crypto Prices Today: Bitcoin Trades Below $45,000;rimshami;2021-08-19 08:00:00;full;https://www.albawaba.com/business/crypto-prices-today-bitcoin-trades-below-45000-1443215;albawaba.com;Today, green dominated the cryptocurrencies' chart except for 4 major ones. One of these 4 is Bitcoin which was trading below $45,000, declining 1.77% a;"Published August 19th, 2021 - 08:00 GMT 
Today, green dominated the cryptocurrencies' chart except for 4 major ones. One of these 4 is Bitcoin which was trading below $45,000, declining 1.77% at the time of writing. Also ReadDogecoin: All You Need to Know About The Ambiguous Cryptocurrency Bitcoin Price Although the world's biggest and first-ever cryptocurrency, bitcoin, has soared 54% year-to-date, BTC is trading 1.77% percent lower at $44,366. Crypto Prices As of Wednesday 10:30 am (GMT+3) Aug";albawaba.com;7659;news;JO;en;['rimshami'];https://www.albawaba.com/sites/default/files/styles/default/public/im_new/rimshami/bitcoin-shutterstock-19Aug21.jpg?itok=9XphtxQb;False;;22.723179;d928cd4e267d1020003dd0475e95581d;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
63;Bitcoin tipped for record run as value hits $50,000;Joanna Ossinger;2021-08-23 07:39:00;full;https://www.irishexaminer.com/business/economy/arid-40364714.html;irishexaminer.com;Supportive views from billionaire Elon Musk and the direct listing of digital-currency platform Coinbase Global also fueled optimism.;"Bitcoin topped the closely watched $50,000 level again in an ongoing recovery in the cryptocurrency market from a disorderly rout just three months ago.

The largest virtual coin advanced as much as 4.2% to almost $50,440 in Asian this morning, with other tokens including Ether and Cardano's ADA also rising. Bitcoin was last above $50,000 in mid-May.

The revival in virtual currencies has excited the animal spirits of the crypto faithful, putting predictions of $100,000 or more for Bitcoin back ";irishexaminer.com;3537;news;IE;en;['Joanna Ossinger', 'Mon', 'Aug'];https://www.irishexaminer.com/cms_media/module_img/5232/2616206_5_googlediscover_iStock-877366058_1_.jpg;False;@irishexaminer;22.719711;7d5bb5a3792ffc8942e06c56874623e9;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
64;Why Is Dogecoin Dropping Lower Today?;Shivdeep Dhaliwal;2021-08-25 08:14:09;full;https://www.benzinga.com/markets/cryptocurrency/21/08/22649839/why-is-dogecoin-dropping-lower-today;benzinga.com;Dogecoin (CRYPTO: DOGE) traded 6.81% lower at $0.29 over 24 hours in the early hours of Wednesday. What's ...;"Dogecoin (CRYPTO: DOGE) traded 6.81% lower at $0.29 over 24 hours in the early hours of Wednesday.
What's Moving? DOGE was down 2.77% over a seven-day trailing period.
The Shiba Inu-themed coin fell 3.25% and 1.74% against Bitcoin (CRYPTO: BTC) and Ethereum (CRYPTO: ETH) respectively over 24 hours.
DOGE's year-to-date gains stood at 5,081.35% at press time.
See Also: How To Buy Dogecoin (DOGE)
Why Is It Moving? DOGE moved in tandem with other major cryptocurrencies early Wednesday as the global ";benzinga.com;2282;news;US;en;['Shivdeep Dhaliwal'];https://cdn2.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/executium-gxr1n7jugcm-unsplash_2.jpg?width=720;False;@benzinga;22.702477;38d66d1897b2322acf8eaf256a0a9e19;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
65;An Introduction to Crypto Mining;Harsh Kumar - 21 August 2021;2021-08-21 09:42:37;full;https://www.outlookindia.com/outlookmoney/cryptocurrency/an-introduction-to-crypto-mining-8446;outlookindia.com;Crypto mining allows you to earn cryptocurrency without having to invest any capital;Crypto mining allows you to earn cryptocurrency without having to invest any capitalAn Introduction to Crypto Mining Have you ever wondered what it takes to mine Bitcoin and other cryptocurrencies, and how you may obtain crypto tokens without having to purchase them on an exchange? Many individuals were drawn to the crypto ecosystem by the fast rise in the values of cryptocurrencies such as Bitcoin, Ether, and Dogecoin in the first half of this year. While most individuals purchase and trade the;;4884;news;unknown;en;[];https://www.outlookindia.com/outlookmoney/public/uploads/article/gallery/6c6fec7ec4cd763817f92b599de9b5ee.jpg;False;@outlookmoney;22.599958;bde8bb491b11dcf6cb390cd621a26f7e;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
66;Crypto Prices Today: Bitcoin Remains Close to $50K Level;rimshami;2021-08-24 08:05:00;full;https://www.albawaba.com/business/crypto-prices-today-bitcoin-remains-close-50k-level-1443807;albawaba.com;Yesterday world's biggest and best-known cryptocurrency, bitcoin, crossed $50,000 level, hitting over a three-month high as adoption of cryptocurrencies;"Published August 24th, 2021 - 08:05 GMT 
Yesterday world's biggest and best-known cryptocurrency, bitcoin, crossed $50,000 level, hitting over a three-month high as adoption of cryptocurrencies surged recently. And although today bitcoin's price slipped, it's still close to the $50,000 level trading at $49,724 at time of writing.Also ReadDogecoin: All You Need to Know About The Ambiguous Cryptocurrency As of Sunday 10:51 am (GMT+3) August 24, here are the prices of the top 10 cryptocurrencies: B";albawaba.com;7659;business;JO;en;['rimshami'];https://www.albawaba.com/sites/default/files/styles/default/public/im_new/rimshami/bitcoin-shutterstock-24nov20.jpg?itok=SnVQ9TvK;False;;22.539389;a1b4a618dd4ee7098b4f0d8e9c68affa;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
67;Hackers Steal Over $90 Million From Cryptocurrency Exchange;Thomas Kissel;2021-08-21 07:15:42;full;https://greekreporter.com/2021/08/21/hackers-steal-over-90-million-from-cryptocurrency-exchange/;greekreporter.com;Hackers have stolen over $90 million from Liquid. The cryptocurrency exchange said the hackers had gained access to wallets they host online.;Hackers have stolen over $90 million from Japanese cryptocurrency exchange Liquid. Credit: Deal Drop Images, CC-BY-2.0Hackers have stolen over $90 million from a Japanese cryptocurrency exchange called Liquid. The firm announced that hackers had gained access to wallets they host online, gleaning roughly $91 million in crypto assets. $16 million of these were frozen as other exchanges pounced on the theft. London based blockchain analysis provider Elliptic estimates the losses to be around $97 m;greekreporter.com;8920;news;GR;en;['Thomas Kissel'];https://greekreporter.com/wp-content/uploads/2021/04/bitcoin-cryptocurrency-money-cr-wikimedia-commons.jpg;False;@GreekReporter;22.491508;2454351349c202a9eac4c0231cdcdaa7;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
68;Crypto Prices Today: Bitcoin Trades Around $45,000;;2021-08-18 10:00:00;full;https://www.albawaba.com/business/crypto-prices-today-bitcoin-trades-around-45000-1443069;albawaba.com;Today, prices of the top 10 cryptocurrencies are traded in red with Bitcoin trading below the $46,000 key level, declining almost 2% at the time of writ;"Published August 18th, 2021 - 10:00 GMT The worldwide crypto market capitalization is currently $1.92 trillion, plunging 3.56% over the last day 

Today, prices of the top 10 cryptocurrencies are traded in red with Bitcoin trading below the $46,000 key level, declining almost 2% at the time of writing. Also ReadCrypto Prices Today: Bitcoin Slips 2 Percent The worldwide crypto market capitalization is currently $1.92 trillion, plunging 3.56% over the last day. Whereas the global crypto 24h volume";albawaba.com;7659;business;JO;en;[];https://www.albawaba.com/sites/default/files/styles/default/public/im_new/areej/crypto_bitcoin__shutterstock_18aug21.jpg?itok=Z1AM7l6z;False;;22.483156;30b01edda475f4186906419bce318230;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
69;Robinhood meme rally falters, as stock drops 10% to lowest price since shortly after IPO;Ari Levy;2021-08-19 17:31:31;full;https://www.cnbc.com/2021/08/19/robinhood-meme-rally-falters-as-stock-drops-8percent-on-q2-earnings.html;cnbc.com;Robinhood shares dropped 10% on Thursday after the company reported earnings for the first time as a public company.;A person looking at a smartphone with the projected Robinhood price shares in Los Angeles, July 27, 2021.Robinhood's short run as a meme stock has crashed into Wall Street reality.Shares of the stock-trading app dropped 10% on Thursday to $44.69 after the company reported earnings for the first time since its IPO in late July. Since climbing as high as $85 on Aug. 4, the stock has plummeted 47% to the lowest level since its third day on the market.Robinhood said second-quarter revenue more than ;cnbc.com;143;tech;US;en;['Ari Levy'];https://image.cnbcfm.com/api/v1/image/106918760-1627561597261-gettyimages-1234275051-AFP_9H42QM.jpeg?v=1627588243;False;@CNBC;22.47329;aaa57dff71bda5426aa3ef1a5a447b2b;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 1}
